"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.488840946E1,7.650477225E-1,-6.109818200E0,4.250224113E-2,6.157676745E0
1.489843646E1,3.873890736E-1,-6.137251582E0,3.748071080E-1,6.160877181E0
1.490846346E1,-1.107848561E-1,-6.034544070E0,1.797141731E-1,6.038235885E0
1.491849146E1,5.118431028E-3,-5.814366580E0,2.629194671E-1,5.820310264E0
1.492851846E1,5.154178072E-1,-5.540337988E0,1.931019580E-1,5.567610699E0
1.493854646E1,2.672748753E-1,-5.391007116E0,2.303136384E-1,5.402539955E0
1.494857346E1,-1.955721508E-1,-5.214236432E0,2.301200956E-1,5.222974755E0
1.495860046E1,9.453957338E-2,-4.849759015E0,2.727527297E-1,4.858342751E0
1.496862846E1,5.454578776E-1,-4.521596023E0,1.405606323E-1,4.556546081E0
1.497865546E1,2.361724389E-1,-4.349935220E0,1.098867238E-2,4.356355655E0
1.498868346E1,-3.885087788E-1,-4.093031661E0,4.299346572E-1,4.133847005E0
1.499871046E1,-4.096234766E-1,-3.459130919E0,1.096078116E-1,3.485023957E0
1.500873746E1,-2.323652802E-1,-3.289437996E0,-1.687781256E-1,3.301951243E0
1.501876546E1,4.760362250E-1,-2.715137047E0,4.750862718E-2,2.756961505E0
1.502879246E1,1.204474750E0,-2.015662412E0,9.015178621E-2,2.349847171E0
1.503882046E1,1.485858719E-1,-2.241239660E0,-2.406959546E-1,2.259019149E0
1.504884746E1,-5.505378655E-1,-1.929652355E0,2.555958295E-1,2.022864153E0
1.505887446E1,-6.184064975E-1,-1.481178224E0,1.075139236E-1,1.608687282E0
1.506890246E1,-1.104991648E-1,-1.073173037E0,-1.612322938E-1,1.090828257E0
1.507892946E1,2.257535046E-1,-3.626033843E-1,3.252735901E-1,5.368880400E-1
1.508895746E1,5.010553279E-1,-3.632367108E-2,-4.443106216E-1,6.706621945E-1
1.509898446E1,-8.044343479E-2,4.556030203E-1,1.003797358E-1,4.734145643E-1
1.510901146E1,-3.365681815E-1,8.146823242E-1,-1.515364408E-1,8.943985259E-1
1.511903946E1,3.820683997E-1,1.297630616E0,-4.715604007E-1,1.432546924E0
1.512906646E1,3.307684014E-1,1.780683281E0,1.148779070E-1,1.814783076E0
1.513909446E1,-1.897948277E-1,2.053193497E0,-2.600122315E-1,2.078276202E0
1.514912146E1,-4.504715769E-1,2.587726218E0,-3.929913640E-3,2.626645591E0
1.515914846E1,-5.563471108E-1,2.907388819E0,-2.614652646E-1,2.971665516E0
1.516917646E1,-3.287488279E-2,3.343043515E0,-2.170568311E-1,3.350243927E0
1.517920358E1,1.430155036E-1,3.773921036E0,-2.342856520E-1,3.783889955E0
1.518923158E1,-2.792813104E-1,3.776262554E0,-4.703751701E-1,3.815679458E0
1.519925858E1,-1.899238136E-1,4.312074499E0,-8.356723666E-2,4.317063935E0
1.520928558E1,4.062695868E-1,4.497168110E0,-5.103175002E-1,4.544227100E0
1.521931358E1,2.625816442E-1,4.761768360E0,-3.957261068E-1,4.785393002E0
1.522934058E1,-3.318936615E-1,5.028585581E0,-1.844165039E-1,5.042899542E0
1.523936858E1,-5.493695552E-1,5.194255911E0,-3.719793946E-1,5.236455867E0
1.524939558E1,-2.336546096E-1,5.525721118E0,-3.583495349E-1,5.542256105E0
1.525942258E1,-6.613391623E-3,5.696623537E0,-3.296204102E-1,5.706155718E0
1.526945058E1,3.239958182E-2,5.834607886E0,-3.904074794E-1,5.847744601E0
1.527947758E1,-3.054899014E-1,5.974446387E0,-2.953574806E-1,5.989538359E0
1.528950558E1,-3.176868278E-1,6.034518342E0,-3.642166311E-1,6.053840954E0
1.529953258E1,-1.133473344E-1,6.179960815E0,-4.495450491E-1,6.197326362E0
1.530955958E1,-8.884482387E-2,6.240439736E0,-3.910249454E-1,6.253309684E0
1.531958758E1,-9.706541522E-2,6.123060974E0,-3.714221549E-1,6.135083684E0
1.532961458E1,-2.202756502E-1,6.015902562E0,-3.188732278E-1,6.028373340E0
1.533964258E1,-3.274416646E-1,5.884729634E0,-4.151213211E-1,5.908433517E0
1.534966958E1,-3.620971250E-1,5.736675210E0,-3.140568763E-1,5.756664704E0
1.535969758E1,-1.685215973E-1,5.564956520E0,-2.530938059E-1,5.573257312E0
1.536972458E1,2.507369212E-2,5.424284205E0,-4.183314425E-1,5.440449341E0
1.537975158E1,9.666510022E-2,5.289848531E0,-3.142679608E-1,5.300057168E0
1.538977958E1,-3.019952216E-1,5.084038235E0,-1.551014882E-1,5.095360867E0
1.539980658E1,-3.593251793E-1,4.874861404E0,-4.511343223E-1,4.908860404E0
1.540983458E1,-1.871862021E-1,4.676217163E0,-4.095039010E-1,4.697844088E0
1.541986158E1,1.243615426E-1,4.399861086E0,-3.220757478E-1,4.413386020E0
1.542988858E1,1.525817220E-2,4.164527029E0,-2.276367831E-1,4.170771714E0
1.543991658E1,6.999271311E-3,3.782352721E0,-3.135469991E-1,3.795333031E0
1.544994358E1,1.674067160E-1,3.482083287E0,-3.529279965E-1,3.503924542E0
1.545997058E1,-2.215504712E-1,3.106233328E0,-9.702109516E-2,3.115635279E0
1.546999858E1,-3.886512682E-1,2.752566243E0,-1.031068772E-1,2.781780322E0
1.548002558E1,-6.693844970E-2,2.388736698E0,-2.548362762E-1,2.403223938E0
1.549005358E1,-2.967876548E-1,1.804707735E0,-8.950800776E-2,1.831137517E0
1.550008058E1,-1.136444095E-1,1.401976080E0,-7.374216020E-2,1.408506261E0
1.551010858E1,3.370750254E-1,1.016173429E0,-1.675624895E-1,1.083653634E0
1.552013558E1,-3.388872032E-3,6.099078254E-1,-2.900324214E-1,6.753649720E-1
1.553016258E1,-2.584569087E-1,1.456082778E-1,-2.972373605E-2,2.981362854E-1
1.554019058E1,-6.417709754E-2,-1.500883413E-1,-1.000528765E-1,1.914570138E-1
1.555021758E1,7.727240203E-1,-3.991693493E-1,-4.520950198E-2,8.709089965E-1
1.556024558E1,-2.693265673E-2,-9.214508010E-1,1.274336332E-1,9.306107014E-1
1.557027258E1,-7.947803756E-1,-1.444612661E0,1.629852891E-2,1.648892727E0
1.558029958E1,-1.386575098E-1,-1.799226702E0,3.080196261E-2,1.804824476E0
1.559032758E1,7.775702658E-1,-2.128357554E0,-6.029122531E-2,2.266750191E0
1.560035458E1,2.528317227E-1,-2.568284518E0,2.095063215E-1,2.589189476E0
1.561038258E1,-3.226210373E-1,-2.977497520E0,-1.148627043E-1,2.997126833E0
1.562040958E1,-2.323337784E-1,-3.331789087E0,5.944162488E-2,3.340408779E0
1.563043658E1,4.792296453E-1,-3.651441456E0,4.673445582E-2,3.683051706E0
1.564046458E1,4.374595487E-1,-4.082411071E0,2.664780825E-1,4.114421171E0
1.565049158E1,6.129910257E-3,-4.367780922E0,2.765271074E-1,4.376530018E0
1.566051958E1,3.910542454E-2,-4.663328145E0,3.422199905E-2,4.663617670E0
1.567054658E1,5.892954583E-2,-5.013241902E0,1.510131150E-1,5.015862042E0
1.568057358E1,-7.660037971E-2,-5.182246315E0,4.275764751E-1,5.200419803E0
1.569060158E1,2.988555774E-1,-5.243495899E0,1.980030942E-1,5.255736782E0
1.570062858E1,4.474949056E-1,-5.413894288E0,1.221202683E-1,5.433729512E0
1.571065658E1,-9.873679614E-2,-5.699590999E0,3.333772463E-1,5.710186240E0
1.572068358E1,2.321876574E-2,-5.795073692E0,2.590398395E-1,5.800906812E0
1.573071058E1,4.728307449E-1,-5.813530428E0,2.099781919E-1,5.836505443E0
1.574073858E1,3.667796119E-1,-5.968130810E0,1.614936644E-1,5.981571102E0
1.575076558E1,-1.575478171E-1,-6.108773888E0,2.044502342E-1,6.114224368E0
1.576079358E1,-5.220523413E-2,-6.024581584E0,3.320622075E-1,6.033951769E0
1.577082058E1,3.193638092E-1,-5.877866172E0,1.706872416E-1,5.889009944E0
1.578084758E1,4.864332688E-1,-5.952234569E0,9.355428100E-2,5.972810569E0
1.579087558E1,1.216561456E-1,-5.953524465E0,3.556247324E-1,5.965376998E0
1.580090258E1,-8.051162794E-2,-5.801034928E0,2.058810478E-1,5.805245504E0
1.581093058E1,2.377170540E-1,-5.622078554E0,1.310092056E-1,5.628626838E0
1.582095758E1,5.029292509E-1,-5.446912930E0,2.014892042E-1,5.473791757E0
1.583098458E1,1.956571091E-2,-5.299961876E0,2.402205759E-1,5.305439155E0
1.584101258E1,-1.009308359E-1,-4.976024374E0,2.850845075E-1,4.985205992E0
1.585103958E1,-4.892373559E-2,-4.580905209E0,2.332799309E-1,4.587102090E0
1.586106758E1,3.028328352E-1,-4.344781777E0,5.763249636E-2,4.355704067E0
1.587109458E1,6.424963682E-1,-4.184799910E0,1.846527314E-1,4.237858952E0
1.588112158E1,-2.487301157E-2,-3.958988335E0,2.591632158E-1,3.967539902E0
1.589114958E1,-5.044798229E-1,-3.612268912E0,1.817764860E-1,3.651852855E0
1.590117658E1,-3.211033193E-1,-3.362299566E0,-1.320733988E-1,3.380178856E0
1.591120458E1,7.121591179E-2,-3.001098344E0,1.954215485E-1,3.008297286E0
1.592123158E1,1.343316812E0,-2.131879039E0,-1.545384014E-1,2.524537663E0
1.593125858E1,5.151911179E-1,-2.117891038E0,-1.415014493E-1,2.184240599E0
1.594128658E1,-6.105146202E-1,-2.012523919E0,2.669160390E-1,2.119958679E0
1.595131358E1,-6.197525997E-1,-1.579760964E0,1.017766356E-2,1.697009597E0
1.596134158E1,-2.213174231E-1,-1.240346175E0,-9.592357278E-2,1.263582751E0
1.597136858E1,3.080006227E-1,-5.993978207E-1,2.890442419E-1,7.332725993E-1
1.598139558E1,3.887808206E-1,-1.245321717E-1,-2.515080410E-1,4.794946120E-1
1.599142358E1,-1.303015829E-1,1.547983466E-1,-1.244661713E-1,2.375560111E-1
1.600145058E1,-1.985277722E-1,7.188325725E-1,1.336638415E-1,7.576275907E-1
1.601147858E1,6.610592953E-2,9.901702029E-1,-5.838555926E-1,1.151388022E0
1.602150558E1,3.635223473E-1,1.579924394E0,1.701276630E-1,1.630108281E0
1.603153258E1,3.374512938E-1,1.876313615E0,-4.785595179E-1,1.965564899E0
1.604156058E1,-6.259733793E-1,2.158412242E0,1.186616403E-1,2.250481429E0
1.605158758E1,-4.445220350E-1,2.822403341E0,-1.106801909E-1,2.859337434E0
1.606161558E1,-1.542395538E-1,3.089262077E0,-5.407826632E-1,3.140028011E0
1.607164258E1,-1.350823120E-1,3.505950744E0,1.227622926E-1,3.510699137E0
1.608166958E1,-1.005305483E-1,3.732511347E0,-3.186539572E-1,3.747437484E0
1.609169758E1,1.551234153E-1,3.741953723E0,-5.801695079E-1,3.789838730E0
1.610172458E1,1.385120147E-1,4.379043829E0,4.315011263E-2,4.381446379E0
1.611175258E1,-2.573992524E-2,4.578068140E0,-6.217806333E-1,4.620171165E0
1.612177958E1,-4.213351937E-1,4.694957489E0,-2.172281545E-1,4.718827952E0
1.613180658E1,-3.739785576E-1,4.922062760E0,-3.005369443E-1,4.945390200E0
1.614183458E1,1.362004093E-1,5.307366205E0,-3.961190397E-1,5.323870479E0
1.615186158E1,2.151393098E-1,5.403004434E0,-5.130808944E-1,5.431573790E0
1.616188958E1,-2.863567885E-1,5.521916919E0,1.187803388E-2,5.529349669E0
1.617191658E1,-2.156417501E-1,5.623394762E0,-5.934853721E-1,5.658736158E0
1.618194383E1,-3.852602486E-1,5.647387642E0,-2.517308199E-1,5.666108104E0
1.619197183E1,-2.261894145E-1,5.772484143E0,-2.650507772E-1,5.782991160E0
1.620199883E1,3.898509067E-2,5.816654010E0,-5.682639921E-1,5.844476681E0
1.621202683E1,-2.159981927E-1,5.723490908E0,-1.146212143E-1,5.728712021E0
1.622205383E1,-1.040111857E-1,5.615907403E0,-4.724643803E-1,5.636706208E0
1.623208183E1,-2.453338016E-1,5.485970576E0,-4.407484978E-1,5.509112549E0
1.624210883E1,-5.304932448E-1,5.358194296E0,-2.191974968E-1,5.388851152E0
1.625213583E1,-3.449911687E-1,5.248899311E0,-3.046305799E-1,5.269038116E0
1.626216383E1,1.218527034E-1,5.128527360E0,-4.571154392E-1,5.150300524E0
1.627219083E1,3.602343483E-1,5.047099620E0,-1.908034176E-1,5.063535257E0
1.628221883E1,-4.726668949E-2,4.916474576E0,-4.322051311E-1,4.935661827E0
1.629224583E1,-3.150084376E-1,4.701994905E0,-4.270607507E-1,4.731846076E0
1.630227283E1,-4.682588070E-1,4.511037413E0,-2.960936451E-1,4.544930836E0
1.631230083E1,-4.234407030E-1,4.244075181E0,-2.254534328E-1,4.271101196E0
1.632232783E1,2.974431277E-1,4.123147745E0,-3.409061211E-1,4.147895457E0
1.633235583E1,9.364081248E-1,3.758424453E0,-4.497824460E-1,3.899348509E0
1.634238283E1,-3.600696395E-1,3.285983754E0,3.680179060E-2,3.305857490E0
1.635240983E1,-8.057630546E-1,2.977089384E0,-3.471924627E-1,3.103684570E0
1.636243783E1,-3.543087799E-1,2.704206846E0,-1.794305831E-1,2.733215087E0
1.637246483E1,1.825317202E-2,2.292266703E0,-1.904660332E-1,2.300238493E0
1.638249283E1,7.340313133E-2,1.861330710E0,-3.285550475E-3,1.862780402E0
1.639251983E1,2.171305974E-1,1.516273358E0,-2.671136749E-1,1.554857006E0
1.640254683E1,-7.008430197E-2,1.027530183E0,3.715379298E-2,1.030587450E0
1.641257483E1,-2.449041226E-1,5.859703478E-1,-3.265991539E-1,7.141472433E-1
1.642260183E1,6.859298333E-2,2.881824354E-1,-9.700764656E-2,3.117123625E-1
1.643262983E1,1.807183045E-1,-2.806912020E-2,2.419753253E-2,1.844790006E-1
1.644265683E1,2.635664980E-1,-3.358130501E-1,-1.687395340E-1,4.590323887E-1
1.645268383E1,-3.334986491E-1,-7.588619531E-1,4.798225164E-3,8.289245055E-1
1.646271183E1,-3.617502755E-1,-1.127135602E0,6.670737505E-2,1.185642358E0
1.647273883E1,3.876676203E-1,-1.462970725E0,-6.736050904E-2,1.514961044E0
1.648276683E1,5.180329744E-2,-2.005116667E0,1.603949726E-1,2.012188603E0
1.649279383E1,-1.710610431E-1,-2.286742400E0,1.811642826E-2,2.293203194E0
1.650282083E1,3.068663359E-1,-2.604982520E0,-1.212361693E-1,2.625794944E0
1.651284883E1,1.727833770E-1,-3.041784148E0,8.334621191E-2,3.047827339E0
1.652287583E1,2.696353963E-2,-3.448920219E0,1.936919421E-1,3.454460056E0
1.653290383E1,2.581942042E-1,-3.706023168E0,-4.251042724E-2,3.715249535E0
1.654293083E1,1.144120575E-1,-4.061133930E0,3.001843572E-1,4.073820021E0
1.655295783E1,-7.425642282E-2,-4.313095130E0,2.171550643E-1,4.319196678E0
1.656298583E1,1.224732209E-1,-4.522092452E0,1.876862669E-1,4.527642429E0
1.657301283E1,3.143031537E-1,-4.807523699E0,2.438131052E-1,4.823952261E0
1.658304083E1,-1.020343243E-1,-5.047027114E0,2.977273571E-1,5.056830556E0
1.659306783E1,-4.602226953E-2,-5.232848704E0,1.081243730E-1,5.234167984E0
1.660309483E1,2.719793623E-1,-5.331596482E0,2.187917000E-1,5.343010727E0
1.661312283E1,3.562223178E-1,-5.451870199E0,2.062552696E-1,5.467387333E0
1.662314983E1,1.879538318E-1,-5.600220492E0,1.471451819E-1,5.605305336E0
1.663317783E1,-9.166457967E-2,-5.665643234E0,2.157359451E-1,5.670490072E0
1.664320483E1,3.560630543E-1,-5.599494853E0,6.978125632E-2,5.611238093E0
1.665323283E1,1.719590475E-1,-5.651308785E0,2.845091414E-1,5.661078197E0
1.666325983E1,-4.582006550E-2,-5.603063993E0,1.741096169E-1,5.605955739E0
1.667328683E1,2.557904321E-1,-5.510512510E0,1.954279804E-1,5.519906608E0
1.668331483E1,1.916755115E-1,-5.505361113E0,2.063915098E-1,5.512561831E0
1.669334183E1,1.082863865E-1,-5.444430202E0,2.969116706E-1,5.453595393E0
1.670336983E1,1.478621693E-1,-5.350847270E0,2.250178152E-1,5.357617264E0
1.671339683E1,9.970832015E-2,-5.106401496E0,2.179391760E-1,5.112022640E0
1.672342383E1,8.918787271E-2,-4.950539285E0,2.093852842E-1,4.955767941E0
1.673345183E1,1.391460995E-1,-4.655109006E0,1.265822786E-1,4.658908088E0
1.674347883E1,1.543752640E-1,-4.331713542E0,2.712839091E-1,4.342944726E0
1.675350683E1,1.994548482E-1,-4.057513042E0,4.115270376E-2,4.062620812E0
1.676353383E1,-8.606165886E-2,-3.973171049E0,1.822875327E-1,3.978281481E0
1.677356083E1,-1.540630410E-1,-3.697714567E0,2.112505460E-1,3.706946888E0
1.678358883E1,-7.152514271E-2,-3.343384700E0,-7.211955786E-3,3.344157459E0
1.679361583E1,2.700961203E-1,-3.167890755E0,-2.531142712E-2,3.179484930E0
1.680364383E1,3.623604690E-1,-2.728482147E0,1.030834883E-1,2.754368556E0
1.681367083E1,5.020925143E-1,-2.296703863E0,-8.018930018E-2,2.352312872E0
1.682369783E1,1.755256663E-1,-2.210601566E0,-1.763958782E-1,2.224563788E0
1.683372583E1,-3.876559259E-1,-2.004913183E0,3.498710722E-1,2.071802056E0
1.684375283E1,-2.193063646E-1,-1.504808138E0,5.152391016E-2,1.521577315E0
1.685378083E1,3.415719363E-1,-1.093663654E0,-2.223631793E-1,1.167140506E0
1.686380783E1,1.189621232E-1,-7.242225359E-1,3.366815078E-1,8.074680836E-1
1.687383483E1,-2.284187020E-1,-2.200551371E-1,-1.125431138E-1,3.365491335E-1
1.688386283E1,-3.648058111E-1,2.244903233E-2,-2.202932650E-1,4.267509361E-1
1.689388983E1,-3.586811131E-2,6.014636055E-1,1.886867255E-1,6.313855165E-1
1.690391783E1,1.208614085E-1,9.445477413E-1,-4.591988021E-1,1.057185630E0
1.691394483E1,2.157373704E-1,1.335480666E0,-1.437339163E-1,1.360408270E0
1.692397183E1,1.879993853E-1,1.725705274E0,4.711394012E-2,1.736554688E0
1.693399983E1,-6.538471203E-2,1.902562936E0,-4.765726340E-1,1.962432766E0
1.694402683E1,-4.199731214E-1,2.321450010E0,1.785634410E-1,2.365880909E0
1.695405483E1,-2.991443020E-1,2.729292279E0,-3.450962359E-1,2.767239611E0
1.696408183E1,-2.164372638E-1,2.867045955E0,-4.741559798E-1,2.914038691E0
1.697410983E1,-1.599166155E-1,3.315979093E0,2.444989836E-1,3.328824180E0
1.698413683E1,-8.778326187E-2,3.662689160E0,-4.001869476E-1,3.685532171E0
1.699416383E1,-1.149564790E-1,3.658319244E0,-6.166409308E-1,3.711705904E0
1.700419183E1,-4.637130376E-3,4.166035903E0,7.719084799E-2,4.166753541E0
1.701421883E1,1.527847118E-1,4.614899751E0,-4.557220477E-1,4.639862656E0
1.702424683E1,1.320442336E-3,4.633096578E0,-3.343379438E-1,4.645144509E0
1.703427383E1,-2.942584051E-1,4.801320388E0,-1.223056251E-1,4.811883638E0
1.704430083E1,-1.641586243E-1,4.972675089E0,-6.031286001E-1,5.011807030E0
1.705432883E1,-2.595684278E-1,5.176940551E0,-1.336930776E-1,5.185167604E0
1.706435583E1,-2.437558025E-2,5.267068364E0,-3.768536335E-1,5.280589170E0
1.707438383E1,-1.421506456E-1,5.322972423E0,-3.339128512E-1,5.335329420E0
1.708441083E1,-3.304682930E-1,5.353007816E0,-2.593409711E-1,5.369465496E0
1.709443783E1,-1.067944603E-1,5.430371157E0,-4.786331928E-1,5.452469687E0
1.710446583E1,5.480412962E-2,5.421712015E0,-3.041744971E-1,5.430514413E0
1.711449283E1,-2.569135726E-1,5.252876587E0,-3.425883651E-1,5.270302061E0
1.712452083E1,-3.164476931E-1,5.196564392E0,-3.493828297E-1,5.217900821E0
1.713454783E1,-2.367670459E-1,5.024218295E0,-1.693394583E-1,5.032643834E0
1.714457483E1,-1.716000102E-1,4.988673071E0,-3.530297381E-1,5.004091883E0
1.715460283E1,6.046105952E-2,4.953003886E0,-3.597534513E-1,4.966419795E0
1.716462983E1,-2.901283340E-2,4.775044755E0,-2.171158880E-1,4.780066262E0
1.717465783E1,-2.030836485E-1,4.636800205E0,-3.662508774E-1,4.655673830E0
1.718468454E1,-3.453237657E-1,4.471537133E0,-4.294341356E-1,4.505364193E0
1.719471154E1,-2.701721341E-1,4.327034600E0,-1.746960926E-1,4.338979158E0
1.720473954E1,3.997102259E-2,4.103906897E0,-3.127886152E-1,4.116003671E0
1.721476654E1,2.491035563E-1,3.842161551E0,-4.522622502E-1,3.876699512E0
1.722479454E1,2.602141614E-1,3.576734798E0,-1.838212574E-1,3.590895916E0
1.723482154E1,-5.590870795E-1,3.085733867E0,-2.123451447E-1,3.143154836E0
1.724484854E1,-4.694692902E-1,2.798994305E0,-2.152003402E-1,2.846239927E0
1.725487654E1,4.452162457E-1,2.636626774E0,-1.144943297E-1,2.676401914E0
1.726490354E1,9.345273131E-2,2.205435697E0,-1.838522476E-1,2.215057939E0
1.727493154E1,-5.363905272E-1,1.829726948E0,5.868850350E-3,1.906738038E0
1.728495854E1,-1.544793810E-1,1.599450293E0,-1.979370207E-1,1.619038043E0
1.729498654E1,1.938496114E-2,1.134073469E0,-1.839984280E-1,1.149066504E0
1.730501354E1,-8.317500726E-2,7.594831467E-1,-3.089610279E-2,7.646484820E-1
1.731504054E1,3.213611085E-1,4.523112206E-1,-3.056082344E-1,6.334467580E-1
1.732506854E1,7.738376043E-2,1.307060274E-1,-9.875304043E-2,1.811752604E-1
1.733509554E1,-1.527956022E-1,-2.159713686E-1,1.154778314E-1,2.886611468E-1
1.734512354E1,-9.533278473E-2,-5.403087829E-1,-1.843235332E-1,5.787893275E-1
1.735515054E1,-1.400035571E-1,-8.952332747E-1,1.471820194E-1,9.179902826E-1
1.736517754E1,4.476519034E-1,-1.198099165E0,4.564044178E-2,1.279811270E0
1.737520554E1,-2.406293694E-3,-1.715757406E0,-4.590999842E-2,1.716373209E0
1.738523254E1,-3.807457595E-1,-2.125507621E0,2.694543153E-1,2.176087224E0
1.739526054E1,1.167080399E-1,-2.354342937E0,-1.399946219E-1,2.361387288E0
1.740528754E1,3.085156162E-1,-2.850313855E0,-5.596487045E-2,2.867508156E0
1.741531454E1,-8.740963393E-2,-3.197702200E0,3.376883984E-1,3.216671145E0
1.742534254E1,1.424439474E-1,-3.400523399E0,1.619678736E-3,3.403505882E0
1.743536954E1,4.679211302E-1,-3.639692354E0,-5.528133094E-2,3.670063574E0
1.744539754E1,4.934477166E-2,-4.015264862E0,2.559139180E-1,4.023714547E0
1.745542454E1,-1.749576459E-1,-4.197280207E0,2.294552672E-1,4.207186831E0
1.746545154E1,1.471550856E-1,-4.290763737E0,1.003312039E-1,4.294458570E0
1.747547954E1,2.782887273E-1,-4.501445641E0,4.200113475E-2,4.510235201E0
1.748550654E1,1.216712935E-1,-4.675953453E0,2.484318209E-1,4.684128838E0
1.749553454E1,-1.285459107E-1,-4.809523447E0,1.999619114E-1,4.815394543E0
1.750556154E1,6.743261252E-2,-4.981561103E0,2.032673424E-1,4.986162431E0
1.751558954E1,3.922467942E-1,-5.108034039E0,1.173536181E-1,5.124416177E0
1.752561654E1,2.956942985E-1,-5.233479034E0,2.296131420E-1,5.246852400E0
1.753564354E1,-2.301114618E-2,-5.346306322E0,2.276818067E-1,5.351201716E0
1.754567154E1,3.960623856E-2,-5.356177007E0,1.572579414E-1,5.358631434E0
1.755569854E1,1.270139584E-1,-5.341031549E0,2.392090076E-1,5.347894118E0
1.756572654E1,1.626607869E-1,-5.216565378E0,2.394183379E-1,5.224589363E0
1.757575354E1,2.118079684E-1,-5.145801789E0,1.270599961E-1,5.151726207E0
1.758578054E1,3.239208093E-2,-5.152285767E0,2.334050614E-1,5.157671547E0
1.759580854E1,2.373216360E-1,-5.026485261E0,1.610171163E-1,5.034660083E0
1.760583554E1,2.665934554E-1,-4.799973774E0,1.312904567E-1,4.809163907E0
1.761586354E1,1.431246455E-1,-4.618087361E0,1.949713129E-1,4.624416649E0
1.762589054E1,1.314882022E-1,-4.473434262E0,1.869237900E-1,4.479268216E0
1.763591754E1,-5.521941441E-2,-4.272358456E0,1.219705796E-1,4.274455846E0
1.764594554E1,-2.613128715E-1,-4.112814838E0,2.247061586E-1,4.127229478E0
1.765597254E1,1.362221833E-2,-3.844902141E0,1.807736886E-1,3.849173569E0
1.766600054E1,5.369796342E-1,-3.377795565E0,1.387988663E-1,3.423027188E0
1.767602754E1,6.445960303E-1,-3.197025677E0,-1.359676445E-1,3.264194299E0
1.768605454E1,-2.265657194E-1,-3.213124816E0,2.715727615E-1,3.232530722E0
1.769608254E1,-6.133426626E-1,-2.788130178E0,9.193811059E-2,2.856275850E0
1.770610954E1,-7.102997947E-2,-2.564671816E0,-1.970827425E-1,2.573213630E0
1.771613754E1,1.148411792E0,-2.056924167E0,4.570125282E-2,2.356241769E0
1.772616454E1,2.566156753E-1,-1.915556034E0,2.222772253E-1,1.945408360E0
1.773619154E1,-4.160066992E-1,-1.576824785E0,-9.930326343E-3,1.630808568E0
1.774621954E1,-4.414927753E-1,-1.238333710E0,1.940281570E-2,1.314824215E0
1.775624654E1,1.785138950E-2,-8.736789760E-1,1.530801058E-3,8.738626715E-1
1.776627454E1,1.265661348E-1,-2.655840067E-1,6.033098638E-2,3.003226249E-1
1.777630154E1,-2.317649539E-1,-4.949679013E-2,-2.501181579E-1,3.445635195E-1
1.778632854E1,-1.663881859E-1,2.434297471E-1,2.458520293E-2,2.958842720E-1
1.779635654E1,2.612497216E-1,8.642061943E-1,-3.595920682E-2,9.035468044E-1
1.780638354E1,1.437706532E-1,1.049888767E0,-6.346012384E-1,1.235174139E0
1.781641154E1,3.061386271E-2,1.441495510E0,2.810598689E-1,1.468959211E0
1.782643854E1,1.937299307E-1,1.772009228E0,-2.629159588E-1,1.801852600E0
1.783646654E1,-2.262836826E-1,1.888121921E0,-2.661214024E-1,1.920163872E0
1.784649354E1,-2.729688756E-1,2.358960191E0,2.345914614E-1,2.386260326E0
1.785652054E1,-6.304152715E-2,2.730614626E0,-4.290271693E-1,2.764831782E0
1.786654854E1,-2.248123039E-1,2.870740811E0,-3.389315164E-1,2.899408206E0
1.787657554E1,-2.737395752E-1,3.262325335E0,1.357074434E-1,3.276601357E0
1.788660354E1,-1.627194418E-1,3.581021684E0,-4.447678739E-1,3.612203258E0
1.789663054E1,8.689454905E-2,3.706338918E0,-5.227545279E-1,3.744031401E0
1.790665754E1,-1.003062985E-1,4.004630239E0,8.856777549E-2,4.006865228E0
1.791668554E1,-9.199907695E-2,4.362302374E0,-4.329348636E-1,4.384698214E0
1.792671254E1,-1.430352928E-1,4.545374603E0,-4.250335211E-1,4.567443800E0
1.793674054E1,-1.880121258E-2,4.680293257E0,-8.418002486E-2,4.681087986E0
1.794676754E1,9.272072386E-2,4.885102510E0,-5.727751189E-1,4.919440517E0
1.795679454E1,-4.255936112E-1,4.880858893E0,-3.166629803E-1,4.909601705E0
1.796682254E1,-3.402236414E-1,4.939137214E0,-2.692145795E-1,4.958155407E0
1.797684954E1,2.352950642E-2,5.048076105E0,-4.403310066E-1,5.067298826E0
1.798687754E1,-2.234617798E-1,5.015608855E0,-2.779199141E-1,5.028270760E0
1.799690454E1,-1.352105853E-1,5.037532990E0,-2.212609792E-1,5.044202310E0
1.800693254E1,-8.171966270E-2,4.998758934E0,-3.371884614E-1,5.010784872E0
1.801695954E1,-2.731445296E-1,4.940583816E0,-3.014684057E-1,4.957303659E0
1.802698654E1,-1.589572884E-1,4.917688458E0,-3.581185699E-1,4.933272352E0
1.803701454E1,-1.832389478E-1,4.785228851E0,-3.059298313E-1,4.798498174E0
1.804704154E1,-2.864901050E-1,4.726772189E0,-4.231565648E-1,4.754315238E0
1.805706954E1,-1.074670454E-1,4.593044028E0,-4.340212762E-1,4.614756449E0
1.806709654E1,1.210741010E-1,4.540544510E0,-2.668885571E-1,4.549992625E0
