"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.955838833E0,-1.224716568E0,1.241653759E0,8.000330610E0,8.188218646E0
2.965865833E0,1.476475162E0,4.447170762E-1,9.076510066E-1,1.789296658E0
2.975892833E0,-2.551432185E-1,4.782308313E-1,-3.513211817E-1,6.459329397E-1
2.985920833E0,4.176350391E0,-1.403202752E-1,-3.909023877E0,5.722067812E0
2.995947833E0,1.829876491E0,-2.760817834E0,6.778306977E0,7.544269916E0
3.005974833E0,7.941609362E-1,-1.553953693E0,-4.058239558E0,4.417552714E0
3.016002833E0,-2.560291666E0,-3.627681003E0,-1.124103236E0,4.580258831E0
3.026029833E0,2.851191157E-1,-4.890915812E0,1.451670688E0,5.109764982E0
3.036056833E0,-1.121561670E0,-5.072546117E0,-2.326437539E-1,5.200264206E0
3.046084833E0,-8.722377835E-1,-5.682651615E0,-2.798237675E-1,5.756008119E0
3.056111833E0,5.405693860E-1,-6.424375598E0,8.953233218E-1,6.508949296E0
3.066138833E0,6.915241751E-1,-7.317821379E0,1.260794181E0,7.457768928E0
3.076166833E0,1.247583676E-1,-8.173660208E0,-1.302940911E-1,8.175650579E0
3.086193833E0,-3.115441085E-1,-8.632997004E0,-6.016369754E-1,8.659541793E0
3.096220833E0,-1.164717849E-1,-9.788657078E0,1.091061205E0,9.849963839E0
3.106248833E0,1.134266647E0,-1.071788899E1,1.356847562E0,1.086281458E1
3.116275833E0,8.752208137E-1,-1.134653250E1,3.681418669E-1,1.138619074E1
3.126302833E0,-1.246582432E-1,-1.129774450E1,1.299294587E0,1.137289483E1
3.136329833E0,-3.714467498E-1,-1.182301158E1,-3.562930691E-1,1.183420974E1
3.146357833E0,9.819387303E-2,-1.235697697E1,4.617335701E-1,1.236599045E1
3.156384833E0,-3.565635394E-1,-1.273565669E1,7.971047169E-1,1.276555776E1
3.166411417E0,-3.735863191E-1,-1.310785769E1,7.084498179E-1,1.313230373E1
3.176439417E0,7.459551747E-1,-1.305818794E1,9.066920632E-1,1.311086617E1
3.186466417E0,-8.747419998E-2,-1.295951383E1,9.713184142E-1,1.299615751E1
3.196493417E0,-5.830024838E-2,-1.269975829E1,3.512942845E-1,1.270474979E1
3.206521417E0,-2.261027478E-1,-1.272312260E1,1.326550798E0,1.279408880E1
3.216548417E0,2.805811464E-1,-1.192459642E1,-2.946587384E-1,1.193153592E1
3.226575417E0,-8.494803471E-1,-1.224719901E1,1.409433326E0,1.235726518E1
3.236603417E0,1.521620358E-2,-1.210120806E1,-1.212776846E-1,1.210182533E1
3.246630417E0,-4.562926628E-1,-1.209505913E1,1.141213943E0,1.215734460E1
3.256657417E0,5.118383610E-1,-1.166198627E1,3.071729493E-1,1.167725386E1
3.266685417E0,3.235048119E-2,-1.110186979E1,1.053570612E0,1.115179674E1
3.276712417E0,2.252010341E-1,-1.042528730E1,2.102652901E-1,1.042983903E1
3.286739417E0,1.446239995E-1,-1.038436732E1,1.158111227E-1,1.038602007E1
3.296767417E0,-1.866922768E-1,-9.756969262E0,5.719606018E-1,9.775502142E0
3.306794417E0,2.189650151E-1,-9.039470878E0,9.422846496E-2,9.042613474E0
3.316821417E0,1.470553979E0,-7.664339658E0,-1.949656996E0,8.043991161E0
3.326849417E0,3.573625833E0,-7.257038988E0,-3.369335228E-1,8.096230028E0
3.336876417E0,-3.528163512E-1,-6.770752959E0,3.659453604E0,7.704490618E0
3.346903417E0,-4.537817661E0,-6.598317400E0,2.272398157E0,8.324264233E0
3.356931417E0,-1.866086689E0,-5.634981605E0,-2.406039779E0,6.405023391E0
3.366958417E0,-1.114560872E0,-4.578154971E0,1.377205228E0,4.909016512E0
3.376985417E0,2.022279999E0,-3.492829300E0,-1.120644608E0,4.188713078E0
3.387013417E0,3.166412871E0,-2.412417483E0,1.246662045E0,4.171342091E0
3.397040417E0,5.371072496E-1,-2.493548916E0,-7.540744722E-2,2.551853576E0
3.407067417E0,-6.431951105E-1,-2.031894283E0,-1.687523979E-1,2.137936318E0
3.417095417E0,-2.402629865E-1,-9.754838245E-1,-4.065463793E-1,1.083778092E0
3.427122417E0,-1.561013804E-1,4.029035274E-1,3.785639441E-1,5.744645795E-1
3.437149417E0,-5.671873735E-1,1.030427625E0,1.476807868E-1,1.185450219E0
3.447177417E0,2.952970213E-2,1.475039086E0,-6.977330410E-1,1.632006037E0
3.457204417E0,-2.641977963E-1,2.590972007E0,4.216865748E-1,2.638324465E0
3.467231417E0,7.075674091E-2,3.750919844E0,-1.653487337E-1,3.755229207E0
3.477259417E0,7.353854462E-2,4.268486430E0,-4.789676535E-1,4.295904367E0
3.487286417E0,-1.677841538E-1,5.024301910E0,-7.942618006E-1,5.089460975E0
3.497313417E0,6.064234696E-1,6.331568592E0,-1.087991416E-2,6.360552541E0
3.507340417E0,-1.998082210E-2,6.954757234E0,-2.901037574E-1,6.960833830E0
3.517368417E0,-9.431290606E-1,7.364071101E0,-1.246971363E-1,7.425266661E0
3.527395417E0,-3.986178838E-1,8.072783459E0,-7.303985113E-1,8.115553646E0
3.537422417E0,2.741756861E-1,8.343959779E0,-9.441101503E-1,8.401677278E0
3.547450417E0,-1.549296349E-1,8.833790390E0,-7.967989075E-1,8.871005825E0
3.557477417E0,-3.949245997E-1,9.140523044E0,3.035886061E-1,9.154086137E0
3.567504417E0,4.229329088E-1,9.775462251E0,-5.953541422E-1,9.802702741E0
3.577532417E0,1.363514228E-1,1.037884754E1,-7.286092633E-1,1.040528421E1
3.587559417E0,-3.942515121E-1,1.052390995E1,-9.048092598E-1,1.057008962E1
3.597586417E0,-7.447877781E-1,1.090623014E1,-2.770206124E-1,1.093514084E1
3.607614417E0,-5.938658796E-1,1.104536815E1,-3.780382794E-1,1.106777968E1
3.617641417E0,6.571312181E-1,1.151404002E1,-1.113208119E0,1.158637870E1
3.627668417E0,1.742154149E-1,1.151827926E1,-7.984612709E-1,1.154723553E1
3.637696417E0,-1.027521705E0,1.163394420E1,-3.334912670E-1,1.168399225E1
3.647723417E0,-7.060868850E-1,1.170159765E1,-6.103376323E-1,1.173875881E1
3.657750417E0,8.033148802E-2,1.157693268E1,-1.016734323E0,1.162177147E1
3.667778417E0,6.751524555E-2,1.146667758E1,-5.628939092E-1,1.148068389E1
3.677805417E0,-3.244466476E-1,1.103151259E1,-6.331751025E-1,1.105443107E1
3.687832417E0,-1.738373559E-1,1.070973797E1,-7.030803198E-1,1.073419903E1
3.697860417E0,-4.593706372E-1,1.031388264E1,-6.734501392E-1,1.034604908E1
3.707887417E0,-1.235772483E0,9.724781510E0,-4.704207784E-1,9.814265370E0
3.717914417E0,-1.213682579E0,9.384452509E0,-3.825190008E-1,9.470337643E0
3.727942417E0,-5.349329260E-1,9.288324868E0,-4.083128232E-1,9.312671553E0
3.737969417E0,5.119588868E-1,9.042101541E0,-5.226697433E-1,9.071652872E0
3.747996417E0,7.414681950E-2,8.467961097E0,-7.083971930E-1,8.497863818E0
3.758024417E0,-7.267804004E-1,7.941691808E0,-3.217389482E-1,7.981365451E0
3.768051417E0,-8.124487609E-1,7.438492708E0,-4.300931168E-1,7.495080176E0
3.778078417E0,-7.106627697E-1,6.824982376E0,-6.946860570E-1,6.896956918E0
3.788106417E0,-4.196280625E-1,6.414440010E0,-1.143890798E-1,6.429168936E0
3.798133417E0,5.881318167E-2,5.982442455E0,-2.665991199E-1,5.988668617E0
3.808160417E0,4.908181141E-2,5.134361127E0,-4.155282873E-1,5.151382044E0
3.818188417E0,4.811979277E-1,4.509029772E0,-4.098570728E-1,4.553118025E0
3.828215417E0,6.548766048E-1,3.667290042E0,-5.244630843E-1,3.762039493E0
3.838242417E0,-8.352923707E-1,2.704774903E0,5.274948657E-2,2.831307672E0
3.848270417E0,-1.017797127E0,1.743083053E0,-4.735426068E-2,2.019032428E0
3.858297417E0,2.165952300E-1,8.498015785E-1,6.026315868E-2,8.790380338E-1
3.868324417E0,1.451898291E0,2.784472964E-1,-7.862645638E-1,1.674441253E0
3.878352417E0,-3.762245828E-1,-5.420675158E-1,5.537506181E-1,8.614069163E-1
3.888379417E0,-3.872156306E-1,-1.152091006E0,1.165712607E-1,1.220998972E0
3.898406417E0,-6.660588200E-1,-1.993221676E0,5.626576817E-1,2.175580536E0
3.908433417E0,9.510744765E-1,-2.543655461E0,-4.920016819E-1,2.759853514E0
3.918461417E0,1.119912609E0,-3.402318787E0,-8.732582688E-2,3.582960114E0
3.928488417E0,1.692883683E-1,-4.235470711E0,4.165141279E-1,4.259266922E0
3.938515417E0,-9.588411869E-1,-4.848529930E0,5.397137922E-1,4.971811529E0
3.948543417E0,-3.937288806E-1,-5.321031733E0,-5.354295373E-2,5.335847447E0
3.958570417E0,3.243130022E-1,-5.888394084E0,-2.180339009E-1,5.901347524E0
3.968597417E0,2.704470629E-1,-6.661517031E0,2.689011687E-1,6.672425241E0
3.978625417E0,-1.698102688E-1,-7.300741078E0,1.044938952E0,7.377096531E0
3.988652417E0,3.980592189E-1,-7.895647323E0,1.510745108E-1,7.907118394E0
3.998679417E0,-3.219006237E-1,-8.666357709E0,3.432847685E-1,8.679125554E0
4.008707417E0,2.008296200E-1,-9.154429477E0,-1.773635924E-2,9.156649287E0
4.018734417E0,1.604030125E-2,-9.639953613E0,1.056891246E0,9.697730769E0
4.028761417E0,8.561439072E-1,-9.757880843E0,2.061049962E-1,9.797535415E0
4.038789417E0,2.716394563E-1,-9.982813289E0,7.285771036E-1,1.001305017E1
4.048816417E0,-6.515813699E-2,-1.036380617E1,2.680047905E-1,1.036747560E1
4.058843417E0,1.715769320E-1,-1.055391084E1,1.845118135E-1,1.055691798E1
4.068871417E0,4.870372497E-1,-1.067925994E1,5.218879706E-1,1.070309139E1
4.078898417E0,4.072655503E-1,-1.078070212E1,8.902853608E-1,1.082506404E1
4.088925417E0,1.886056685E-1,-1.073675912E1,2.835689092E-1,1.074215900E1
4.098953417E0,-1.013921355E-1,-1.061952128E1,1.981065899E-1,1.062185289E1
4.108980417E0,4.676138956E-2,-1.049060655E1,3.579718047E-1,1.049681648E1
4.119007417E0,3.780687215E-1,-1.043243845E1,7.573553449E-1,1.046672322E1
4.129035417E0,5.257079566E-1,-1.039200378E1,6.834056085E-1,1.042771090E1
4.139062417E0,1.961804074E-1,-1.042398688E1,3.428234231E-1,1.043146764E1
4.149089417E0,1.999799830E-1,-1.026348081E1,5.751280385E-1,1.028152725E1
4.159117417E0,1.199674551E0,-9.909324313E0,-3.060432673E-3,9.981680056E0
4.169144208E0,8.638193279E-1,-9.673130715E0,6.196867454E-1,9.731374688E0
4.179171208E0,-3.493766901E-1,-9.268466554E0,5.708355975E-1,9.292598647E0
4.189199208E0,-1.853308440E-1,-8.723435304E0,1.627701116E-1,8.726921859E0
4.199226208E0,2.694332471E-1,-8.237855619E0,2.451807690E-1,8.245906444E0
4.209253208E0,2.717645685E-1,-7.723202993E0,8.317360210E-1,7.772612512E0
4.219281208E0,4.237249507E-1,-7.091221308E0,2.853680974E-1,7.109598963E0
4.229308208E0,-2.267118632E-1,-6.670943912E0,1.455956697E-1,6.676382931E0
4.239335208E0,4.435246462E-1,-6.015959280E0,-3.969774109E-1,6.045334666E0
4.249363208E0,-3.177655094E-1,-5.255916554E0,6.118900681E-1,5.300947387E0
4.259390208E0,2.800223536E-1,-4.439078069E0,2.512577802E-1,4.454992379E0
4.269417208E0,2.078365578E-1,-3.940043356E0,3.064660209E-1,3.957405603E0
4.279445208E0,7.711317139E-2,-3.176933474E0,2.019563967E-1,3.184280001E0
4.289472208E0,-6.736110746E-2,-2.733588813E0,-2.617675656E-1,2.746919652E0
4.299499208E0,6.134684508E-1,-2.104950272E0,-7.711015642E-2,2.193879023E0
4.309527208E0,-3.845546358E-1,-1.475763263E0,6.743020785E-1,1.667465973E0
4.319554208E0,-7.509079856E-1,-6.683461046E-1,-1.221840030E-1,1.012658999E0
4.329581208E0,-7.104204758E-1,3.452261537E-1,4.611406624E-2,7.912046870E-1
4.339609208E0,1.415531972E0,1.242467984E0,-1.051231141E0,2.156975745E0
4.349636208E0,1.315863989E0,1.996713341E0,2.666464823E-1,2.406130202E0
4.359663208E0,-1.097637130E0,2.455131832E0,1.781669998E-1,2.695222265E0
4.369691208E0,-8.238381138E-1,3.212828362E0,-1.903420722E-1,3.322228984E0
4.379718208E0,-8.995792908E-1,4.003889396E0,-1.674250799E-1,4.107116307E0
4.389745208E0,-3.598207309E-1,4.583133875E0,-7.951242650E-1,4.665491364E0
4.399773208E0,1.455343325E0,5.715836318E0,-5.641457981E-1,5.925121897E0
4.409800208E0,5.609320953E-1,6.193150964E0,-4.054985583E-2,6.218633931E0
4.419827208E0,-8.265127764E-1,6.578157955E0,-2.319046658E-1,6.633932862E0
4.429855208E0,-8.892676529E-1,7.258445828E0,-3.315751344E-1,7.320230520E0
4.439882208E0,-8.621312367E-1,7.434256400E0,-7.446294647E-1,7.521031281E0
4.449909208E0,-4.310580901E-1,7.921175682E0,-2.719025445E-1,7.937554173E0
4.459937208E0,4.728753299E-1,8.439649463E0,-7.521828979E-1,8.486287366E0
4.469964208E0,-2.763022636E-1,8.883828523E0,-2.232466936E-1,8.890927468E0
4.479991208E0,2.333659216E-1,9.351129811E0,-5.537956417E-1,9.370420376E0
4.490019208E0,-2.099408976E-1,9.786689490E0,-6.128484267E-1,9.808106318E0
4.500046208E0,-5.416797723E-1,1.014639967E1,-4.064417142E-1,1.016897429E1
4.510073208E0,-2.719756530E-1,1.023958090E1,-9.445638943E-1,1.028665100E1
4.520101208E0,-2.437804339E-1,1.045961396E1,-6.021193707E-1,1.047976626E1
4.530128208E0,-4.207157908E-1,1.058842813E1,-4.717252922E-1,1.060727753E1
4.540155208E0,-4.496061890E-1,1.060272691E1,-6.585561115E-1,1.063266945E1
4.550183208E0,-2.113426944E-1,1.082279271E1,-5.639651191E-1,1.083953710E1
4.560210208E0,-2.629362413E-1,1.072418059E1,-5.543827021E-1,1.074171890E1
4.570237208E0,-2.720263776E-1,1.044276229E1,-7.474536699E-1,1.047301148E1
4.580265208E0,-2.762349841E-1,1.028743802E1,-6.073520440E-1,1.030905249E1
4.590292208E0,-3.312828102E-1,9.845631763E0,-4.220134342E-1,9.860238762E0
4.600319208E0,-1.999113148E-1,9.578266658E0,-5.218417776E-1,9.594554473E0
4.610347208E0,-3.723790837E-2,9.331777282E0,-2.942488486E-1,9.336489505E0
4.620374208E0,-4.258900285E-1,8.858300748E0,-4.630731672E-1,8.880614350E0
4.630401208E0,-1.024519744E0,8.373825018E0,-5.238514656E-1,8.452514803E0
4.640429208E0,-4.738840111E-1,8.367439274E0,-4.924612731E-1,8.395303697E0
4.650456208E0,1.191167802E0,8.115082802E0,-9.801424474E-1,8.260395198E0
4.660483208E0,-3.745086808E-3,7.401715475E0,-4.021983898E-1,7.412635803E0
4.670511208E0,-1.004114789E0,6.941942477E0,-4.449544001E-1,7.028285444E0
4.680538208E0,-4.301880609E-1,6.470562170E0,-4.791261131E-1,6.502522464E0
4.690565208E0,-4.509690654E-1,5.741081087E0,-1.203485620E-1,5.760023344E0
4.700593208E0,1.970476774E-1,5.201580133E0,-3.837235272E-2,5.205452536E0
4.710620208E0,5.789397288E-1,4.690582017E0,-6.955391657E-1,4.777081285E0
4.720647208E0,-2.130255779E-1,3.754716441E0,-2.304580647E-1,3.767809227E0
4.730675208E0,-2.024702390E-1,3.070812065E0,-3.996168441E-1,3.103316703E0
4.740702208E0,-5.616833529E-1,2.299420917E0,2.475997621E-1,2.379943358E0
4.750729208E0,-4.701809695E-1,1.340041933E0,-1.386901081E-2,1.420202407E0
4.760757208E0,6.085461551E-1,6.636790764E-1,-3.601288426E-1,9.697892155E-1
4.770784208E0,6.126857279E-1,4.959089376E-2,-6.884745598E-2,6.185329661E-1
4.780811208E0,-2.163840176E-1,-5.922839885E-1,-1.411307359E-1,6.461735454E-1
4.790839208E0,-1.042071185E0,-1.172517158E0,4.225999099E-1,1.624592110E0
4.800866208E0,-8.311630670E-1,-2.027153068E0,1.800843018E-1,2.198320259E0
4.810893208E0,9.003216679E-1,-2.667217360E0,-3.668554795E-1,2.838874864E0
4.820921208E0,1.671095349E0,-3.137473539E0,5.459837615E-2,3.555176629E0
4.830948208E0,-1.456282040E-1,-4.076997134E0,1.862039977E-1,4.083844406E0
4.840975208E0,-1.114732122E0,-4.784427782E0,4.625656289E-1,4.934302774E0
4.851003208E0,-1.501061936E-1,-5.288374448E0,2.045490521E-1,5.294457148E0
4.861030208E0,1.100162177E0,-5.824267085E0,8.411687493E-2,5.927859609E0
4.871057208E0,5.676307386E-1,-6.516959242E0,3.046101147E-1,6.548721229E0
4.881085208E0,-3.117972564E-1,-7.156386187E0,3.149643642E-1,7.170096466E0
4.891112208E0,7.328561143E-2,-7.798026888E0,2.160306448E-1,7.801362918E0
4.901139208E0,3.248175073E-1,-8.396264877E0,4.029164279E-1,8.412200185E0
4.911167208E0,1.194059452E-1,-8.769759285E0,6.590870386E-1,8.795301668E0
4.921194208E0,1.067357323E-1,-9.072283698E0,4.593473214E-1,9.084532128E0
4.931221208E0,1.886880411E-1,-9.438003649E0,2.569406891E-1,9.443385757E0
4.941249208E0,2.042433158E-1,-9.544343451E0,3.019461232E-1,9.551302461E0
4.951276208E0,-5.216455487E-2,-9.761979157E0,7.095210278E-1,9.787868935E0
4.961303208E0,1.141409934E-1,-1.005894755E1,3.114010710E-1,1.006441377E1
4.971331208E0,6.408282307E-1,-1.015111253E1,4.503279912E-1,1.018128389E1
4.981358208E0,5.196486697E-1,-1.023732972E1,5.118412846E-1,1.026328096E1
4.991385208E0,2.201007089E-1,-1.039449586E1,4.956918597E-1,1.040863579E1
5.001413208E0,3.412454926E-2,-1.029182343E1,4.090320307E-1,1.030000492E1
5.011440208E0,2.209130333E-1,-1.014650375E1,5.861675817E-1,1.016582183E1
5.021468208E0,6.767082077E-1,-1.005523807E1,2.327548510E-1,1.008067069E1
5.031495208E0,4.715435534E-1,-1.002037346E1,4.460256100E-1,1.004137324E1
5.041522208E0,1.633071600E-1,-9.951099161E0,4.667896575E-1,9.963379764E0
5.051550208E0,4.270974055E-1,-9.829858314E0,3.785452330E-1,9.846411689E0
5.061577208E0,2.108896449E-1,-9.555904566E0,3.169185036E-1,9.563483876E0
5.071604208E0,-2.014770712E-1,-9.132343959E0,5.846636778E-1,9.153257934E0
5.081632208E0,1.327316697E-2,-8.461578276E0,2.696642303E-1,8.465884590E0
5.091659208E0,5.764213330E-1,-7.750686661E0,3.761543065E-1,7.781188684E0
5.101686208E0,5.440396354E-1,-7.384087290E0,5.535629225E-1,7.424766403E0
5.111714208E0,2.288554068E-2,-7.200249660E0,1.716906238E-1,7.202332718E0
5.121741208E0,-6.223536513E-2,-6.618492633E0,1.645459110E-1,6.620830260E0
5.131768208E0,2.053088612E-1,-6.095190221E0,1.517130268E-1,6.100533780E0
5.141796208E0,1.222249541E-2,-5.493074359E0,2.075229460E-1,5.497006556E0
5.151823208E0,1.204861908E-1,-4.850536987E0,2.948008257E-1,4.860980715E0
5.161850208E0,-4.102893008E-2,-4.176685144E0,5.439705652E-1,4.212159320E0
5.171878083E0,-1.118827599E-2,-3.329964463E0,2.086491197E-1,3.336513594E0
5.181905083E0,-3.293143450E-1,-3.035884892E0,-4.193348247E-1,3.082350841E0
5.191932083E0,8.403294546E-1,-2.260893906E0,8.149849176E-3,2.412024309E0
5.201960083E0,1.380939260E0,-1.497025494E0,1.392841852E-1,2.041440337E0
5.211987083E0,-4.945117454E-1,-1.157487913E0,2.938717031E-1,1.292548148E0
5.222014083E0,-7.295782931E-1,-2.641341531E-1,1.775179589E-1,7.959673123E-1
5.232042083E0,-7.854321396E-1,6.154948765E-1,-1.884440660E-1,1.015504188E0
5.242069083E0,-2.620115224E-1,1.290914650E0,-7.689176291E-1,1.525236045E0
5.252097083E0,6.060266264E-1,2.250054191E0,1.445367390E-1,2.334716900E0
5.262124083E0,5.356649243E-1,2.913345963E0,-1.593214238E-1,2.966463370E0
5.272151083E0,-6.752879190E-1,3.541148059E0,1.741908932E-1,3.609166914E0
5.282179083E0,-6.188350984E-1,4.126461070E0,-6.645044839E-1,4.225186866E0
5.292206083E0,1.147510042E-1,4.667868508E0,-4.881431043E-1,4.694725540E0
5.302233083E0,5.714652696E-1,5.525315321E0,-1.514551646E-1,5.556853482E0
5.312261083E0,-1.767822695E-1,5.987382767E0,-3.981462693E-1,6.003209544E0
5.322288083E0,-9.021827636E-1,6.463172459E0,-5.806343615E-2,6.526094034E0
5.332315083E0,-6.462468454E-1,6.974143093E0,-4.838185036E-1,7.020711304E0
5.342343083E0,-1.794236761E-1,7.496396515E0,-6.530258149E-1,7.526924756E0
5.352370083E0,1.415377386E-1,7.755548036E0,-6.383101273E-1,7.783058402E0
5.362397083E0,3.962539276E-1,8.295662947E0,-1.964149904E-1,8.307443636E0
5.372425083E0,-3.285649512E-1,8.612082683E0,-6.855246395E-1,8.645569218E0
5.382452083E0,-5.802851000E-1,9.119544404E0,-5.221399856E-1,9.152893045E0
5.392479083E0,2.565677464E-1,9.522158530E0,-5.833843070E-1,9.543462020E0
5.402507083E0,2.058816965E-2,9.841869664E0,-6.826823080E-1,9.865539899E0
5.412534083E0,-6.944880556E-1,9.910430607E0,-2.190729511E-1,9.937149562E0
5.422561083E0,-7.555707747E-1,1.003748943E1,-7.714465499E-1,1.009540544E1
5.432589083E0,-5.157012510E-1,1.006197991E1,-6.422616756E-1,1.009563706E1
5.442616083E0,2.129375773E-1,1.019303589E1,-5.835796040E-1,1.021194831E1
5.452644083E0,7.095241707E-2,1.013776217E1,-5.786626804E-1,1.015451163E1
5.462671083E0,-8.021443590E-1,9.922846584E0,-3.906396139E-1,9.962877055E0
5.472698083E0,-8.640595753E-1,9.810418661E0,-7.569273287E-1,9.877441583E0
5.482726083E0,-3.996529872E-1,9.570231414E0,-6.453957832E-1,9.600291013E0
5.492753083E0,3.116462886E-1,9.408892701E0,-6.328295320E-1,9.435298537E0
5.502780083E0,-4.093726584E-2,8.873260850E0,-9.684217036E-2,8.873883725E0
5.512808083E0,-4.701519527E-1,8.508777586E0,-5.392144400E-1,8.538799159E0
5.522835083E0,-4.766172555E-1,8.462843614E0,-6.752452344E-1,8.503107794E0
5.532862083E0,-1.031015142E-1,8.282084543E0,-5.532419103E-1,8.301182501E0
5.542890083E0,-2.456824601E-1,7.824665049E0,-3.588792926E-1,7.836742776E0
5.552917083E0,5.513218674E-1,7.615432962E0,-4.741670895E-1,7.650072511E0
5.562944083E0,-8.796898406E-2,6.996405782E0,-6.028339005E-1,7.022879831E0
5.572972083E0,-1.221338485E0,6.252262221E0,-2.371864557E-1,6.374849644E0
5.582999083E0,-1.018605651E0,5.712385876E0,-2.668289155E-1,5.808623550E0
5.593027083E0,7.739561018E-1,5.308006475E0,-3.071285105E-1,5.372919942E0
5.603054083E0,7.454184734E-1,4.702229086E0,-5.978491491E-1,4.798336241E0
5.613081083E0,-5.764174227E-1,3.900559448E0,-9.580312014E-2,3.944084088E0
5.623109083E0,-5.188413885E-1,3.307462623E0,-3.987239742E-1,3.371570287E0
5.633136083E0,-1.351054268E-1,2.699068606E0,6.033215582E-2,2.703121304E0
5.643163083E0,-1.237522445E-1,1.756563808E0,-3.423427820E-2,1.761250413E0
5.653191083E0,-1.113735885E-1,8.987867738E-1,-4.033994079E-2,9.065589070E-1
5.663218083E0,6.399848429E-1,4.686954112E-1,-2.976712239E-1,8.472686382E-1
5.673245083E0,6.016200550E-1,-1.903323147E-1,-2.370776975E-1,6.740763423E-1
5.683273083E0,-9.821540357E-1,-9.037674321E-1,4.391867065E-1,1.405100382E0
5.693300083E0,-9.979931927E-1,-1.315337301E0,4.431780159E-2,1.651686016E0
5.703327083E0,3.423405528E-1,-1.996523014E0,-2.354556799E-2,2.025797520E0
5.713355083E0,1.616741825E0,-2.651284575E0,-4.147891992E-1,3.132924210E0
5.723382083E0,6.537623928E-4,-3.490790668E0,4.811562663E-1,3.523795009E0
5.733410083E0,-1.092096710E-1,-4.102716404E0,-3.250139737E-1,4.117018670E0
5.743437083E0,-8.035321225E-1,-4.827281733E0,6.022088331E-1,4.930615406E0
5.753464083E0,-6.276583550E-2,-5.403655229E0,2.370244879E-1,5.409215284E0
5.763492083E0,9.800991780E-1,-5.844210768E0,1.894854552E-1,5.928853063E0
5.773519083E0,5.581455681E-1,-6.459550694E0,4.297943240E-1,6.497849244E0
5.783546083E0,-4.447733922E-2,-7.100748176E0,2.906475484E-2,7.100946955E0
5.793574083E0,-4.451881791E-2,-7.707000359E0,3.043867511E-1,7.713137348E0
5.803601083E0,-1.332188136E-1,-8.137805666E0,8.158561528E-1,8.179685176E0
5.813628083E0,3.934440116E-1,-8.414588882E0,3.023548436E-1,8.429206528E0
5.823656083E0,5.946982308E-1,-8.680066506E0,2.254551870E-1,8.703335600E0
5.833683083E0,-4.024507702E-1,-9.087213394E0,5.689253122E-1,9.113895430E0
5.843711083E0,-3.249190387E-2,-9.224179743E0,3.235200101E-1,9.229908605E0
5.853738083E0,7.701687871E-1,-9.221328641E0,4.707850599E-1,9.265403414E0
5.863765083E0,7.612501752E-1,-9.465306053E0,2.419624615E-1,9.498950802E0
5.873793083E0,-2.260294566E-1,-9.827920547E0,4.232746786E-1,9.839627688E0
5.883820083E0,-2.044310115E-1,-9.958222239E0,5.227071655E-1,9.974026518E0
5.893847083E0,4.336315593E-1,-9.885778745E0,2.948902881E-1,9.899677672E0
5.903875083E0,6.624815666E-1,-9.789789684E0,3.339479345E-1,9.817860516E0
5.913902083E0,3.870040344E-1,-9.765410303E0,3.815150338E-1,9.780519630E0
5.923929083E0,1.013238327E-1,-9.651173251E0,5.510679156E-1,9.667424035E0
5.933957083E0,1.903123611E-1,-9.512357427E0,4.423307544E-1,9.524537738E0
5.943984083E0,1.639577359E-1,-9.373319410E0,4.606407255E-1,9.386063540E0
5.954011083E0,3.206620007E-1,-9.232343041E0,3.888725853E-1,9.246091284E0
5.964039083E0,5.076883363E-1,-8.894719546E0,4.419886923E-1,8.920153433E0
5.974066083E0,4.403069965E-1,-8.465259683E0,4.339838541E-1,8.487805001E0
5.984093083E0,-1.767735901E-1,-7.893762181E0,4.441439760E-1,7.908223197E0
5.994121083E0,-3.906059193E-1,-7.492114014E0,3.568918240E-1,7.510773406E0
6.004148083E0,4.287611576E-1,-7.018252149E0,4.617838562E-2,7.031488591E0
6.014176083E0,4.364687380E-1,-6.392288418E0,5.752596009E-1,6.432944877E0
6.024203083E0,6.071389130E-1,-6.039705407E0,-4.613055539E-1,6.087648304E0
